Invoice Number,Invoice Date,Payment Terms,Invoice Currency,Company Name,Line Number,Item Name,Quantity,Amount,Total Amount,VAT,Invoice Amount
CA2433,27-May-2020,44,INR,Skalith,1,Lid - 3oz Med Rec,3,2488,7464,20,8956.8
BC3133,23-Jun-2020,81,INR,Devify,1,Carbonated Water - Blackcherry,4,287,1148,20,1377.6
CA1142,02-Jan-2020,58,INR,Fiveclub,1,Vodka - Moskovskaya,2,2220,4440,20,5328
CC4142,08-Mar-2021,7,INR,Tekfly,1,Pepper - Roasted Red,1,1413,1413,20,1695.6
AB1144,24-Dec-2020,22,INR,Zooveo,1,"Pepper - White, Whole",7,2319,16233,20,19479.6
BC4244,31-May-2020,69,INR,Quinu,1,Chives - Fresh,10,1158,11580,20,13896
BA2433,05-Feb-2020,84,INR,Thoughtworks,1,Wine - Rioja Campo Viejo,8,1118,8944,20,10732.8
CC3414,10-Jun-2020,81,INR,Kazio,1,Wine - Sicilia Igt Nero Avola,7,716,5012,20,6014.4
AC3334,19-Sep-2020,24,INR,Edgepulse,1,Fireball Whisky,5,300,1500,20,1800
CB3123,05-Apr-2020,18,INR,Voonyx,1,Wine - Cotes Du Rhone Parallele,7,939,6573,20,7887.6
CC3334,09-May-2020,88,INR,Edgepulse,1,Cheese - Parmigiano Reggiano,7,1466,10262,20,12314.4
CA3344,03-Nov-2020,66,INR,Jayo,1,Glove - Cutting,3,708,2124,20,2548.8
BB2234,04-Apr-2020,40,INR,Flashspan,1,Table Cloth 54x54 Colour,2,2145,4290,20,5148
AC2443,26-Mar-2020,35,INR,Centidel,1,Extract - Rum,6,1301,7806,20,9367.2
AB4434,08-May-2020,33,INR,Jabberbean,1,Dawn Professionl Pot And Pan,1,1471,1471,20,1765.2
AB3313,14-Apr-2020,20,INR,Twitterlist,1,Pernod,3,2546,7638,20,9165.6
BA4234,26-Oct-2020,25,INR,Wikizz,1,French Pastry - Mini Chocolate,10,2414,24140,20,28968
CC1233,11-Apr-2020,11,INR,Jayo,1,Chicken - Whole,7,2832,19824,20,23788.8
BA3424,11-May-2020,90,INR,Abatz,1,Vaccum Bag - 14x20,3,2284,6852,20,8222.4
AA4434,29-May-2020,46,INR,Linkbridge,1,Bag Clear 10 Lb,1,2401,2401,20,2881.2
BC1434,05-Dec-2020,58,INR,Buzzbean,1,Beans - French,10,2787,27870,20,33444
CC4444,15-Jan-2020,66,INR,Gabtype,1,Zucchini - Yellow,5,348,1740,20,2088
CB4244,07-Apr-2020,63,INR,Brainverse,1,Shiro Miso,3,588,1764,20,2116.8
BB4441,28-May-2020,88,INR,Voonix,1,Onions - White,3,2718,8154,20,9784.8
CC1443,12-Mar-2020,55,INR,Geba,1,Wine - Malbec Trapiche Reserve,2,228,456,20,547.2
BC4144,20-Feb-2020,45,INR,Trupe,1,Tomatillo,7,825,5775,20,6930
BA2414,06-Mar-2020,72,INR,Jabberbean,1,Bar Nature Valley,8,660,5280,20,6336
AA1344,10-Mar-2021,32,INR,Meeveo,1,Shrimp - 150 - 250,4,2990,11960,20,14352
CC4434,09-Sep-2020,14,INR,Avaveo,1,Beets,6,1998,11988,20,14385.6
BC4143,08-Jan-2020,58,INR,Yata,1,Wine - Sogrape Mateus Rose,4,2000,8000,20,9600
CC1343,13-May-2020,77,INR,Skimia,1,"Soup - Knorr, French Onion",3,1358,4074,20,4888.8
CC2432,09-Jan-2021,41,INR,Jabberbean,1,Salt And Pepper Mix - White,2,2733,5466,20,6559.2
CC1334,09-Oct-2020,32,INR,Cogilith,1,"Doilies - 7, Paper",3,1362,4086,20,4903.2
CC3424,18-Feb-2021,25,INR,Jabbercube,1,Plasticspoonblack,4,2985,11940,20,14328
BB1413,19-Jul-2020,42,INR,Tanoodle,1,Langers - Cranberry Cocktail,7,853,5971,20,7165.2
CC1423,11-Jan-2021,75,INR,Flashset,1,"Stock - Beef, Brown",1,455,455,20,546
CB3442,28-Jan-2021,42,INR,Chatterpoint,1,Soup - Campbells Chili,6,1410,8460,20,10152
CC4444,17-Mar-2021,42,INR,Photobug,1,Breakfast Quesadillas,1,419,419,20,502.8
CA3444,04-Apr-2020,37,INR,Jabbercube,1,"Bread - Dark Rye, Loaf",1,469,469,20,562.8
BB4443,10-Jan-2020,21,INR,Photolist,1,Onions - Vidalia,7,474,3318,20,3981.6
BC3411,08-Mar-2020,36,INR,Eayo,1,Soup - Campbells Beef Noodle,4,274,1096,20,1315.2
CC4331,09-Feb-2020,10,INR,Gigazoom,1,Coffee - Irish Cream,1,2714,2714,20,3256.8
CB3443,29-Feb-2020,52,INR,Centimia,1,Sea Bass - Whole,8,2456,19648,20,23577.6
BC4444,22-Sep-2020,67,INR,Flashset,1,"Rosemary - Primerba, Paste",3,505,1515,20,1818
CC4344,05-Sep-2020,24,INR,Devpulse,1,Rabbit - Legs,10,2275,22750,20,27300
CB1442,30-May-2020,15,INR,Rhycero,1,Veal - Ground,2,1154,2308,20,2769.6
BA2434,27-Jan-2021,17,INR,Plajo,1,Sauce - Soy Low Sodium - 3.87l,5,2368,11840,20,14208
CB4424,05-Feb-2021,10,INR,Skimia,1,Godiva White Chocolate,8,346,2768,20,3321.6
BA3314,12-Oct-2020,52,INR,Twitterbeat,1,Sansho Powder,1,731,731,20,877.2
CB3444,08-Feb-2020,29,INR,Zoomcast,1,Dried Cranberries,2,580,1160,20,1392
AC3134,04-Jan-2020,78,INR,Twimm,1,Oranges,3,2987,8961,20,10753.2
CC3331,21-Jan-2020,60,INR,Kimia,1,Cookie - Oreo 100x2,10,1781,17810,20,21372
BB4324,18-Mar-2020,59,INR,Dabfeed,1,Sobe - Tropical Energy,10,2130,21300,20,25560
AC4443,25-Apr-2020,59,INR,Yabox,1,Bay Leaf Fresh,5,2352,11760,20,14112
BC4344,17-Apr-2020,79,INR,Skipfire,1,Jolt Cola - Electric Blue,5,1823,9115,20,10938
BA4234,20-Jun-2020,31,INR,Yodoo,1,Apple - Northern Spy,3,621,1863,20,2235.6
CC3111,16-Sep-2020,63,INR,Fivebridge,1,"Mushrooms - Black, Dried",10,2614,26140,20,31368
CC3344,03-Oct-2020,66,INR,Linkbridge,1,Lamb - Sausage Casings,4,1587,6348,20,7617.6
BA1334,12-Apr-2020,74,INR,Dazzlesphere,1,Tomato Paste,8,2099,16792,20,20150.4
BA2244,26-May-2020,49,INR,Yamia,1,Beef - Texas Style Burger,3,1017,3051,20,3661.2
CB4324,12-May-2020,77,INR,Jabbersphere,1,Sesame Seed Black,2,254,508,20,609.6
CB4333,20-Oct-2020,73,INR,Dabfeed,1,Pie Shells 10,1,223,223,20,267.6
CC4434,11-Jun-2020,72,INR,Pixonyx,1,Prunes - Pitted,5,2697,13485,20,16182
BA4444,18-Dec-2020,86,INR,Yamia,1,"Loaf Pan - 2 Lb, Foil",2,719,1438,20,1725.6
BC1444,12-Feb-2020,70,INR,Gevee,1,"Bread - Roll, Calabrese",10,2269,22690,20,27228
BC4444,19-Nov-2020,53,INR,Realbuzz,1,Pickles - Gherkins,6,2684,16104,20,19324.8
BC3144,18-Apr-2020,36,INR,Brightbean,1,Beef - Rib Eye Aaa,5,1842,9210,20,11052
CB2341,11-Mar-2020,70,INR,Brainlounge,1,Beef - Texas Style Burger,9,1078,9702,20,11642.4
BC4343,17-Mar-2021,72,INR,Quimm,1,Jam - Apricot,10,1632,16320,20,19584
AC4424,01-Mar-2021,17,INR,Divape,1,Fennel - Seeds,2,683,1366,20,1639.2
CA4334,11-Feb-2020,40,INR,Cogilith,1,"Wine - White, Chardonnay",3,2193,6579,20,7894.8
AC3343,01-Mar-2020,45,INR,Aimbu,1,"Mushroom - Shitake, Fresh",1,884,884,20,1060.8
BA1341,10-Oct-2020,89,INR,Eazzy,1,Canadian Emmenthal,3,2789,8367,20,10040.4
CB4443,11-Nov-2020,34,INR,Quatz,1,"Sauce - Soya, Light",3,2898,8694,20,10432.8
CC4444,31-May-2020,76,INR,Oodoo,1,Sauce - Cranberry,5,2673,13365,20,16038
BC3344,23-Oct-2020,10,INR,Tanoodle,1,"Nut - Pecan, Pieces",6,2617,15702,20,18842.4
BA4433,14-Nov-2020,90,INR,Skippad,1,Cocoa Feuilletine,1,1838,1838,20,2205.6
CC4434,22-Feb-2020,43,INR,Jetwire,1,Chutney Sauce,2,2884,5768,20,6921.6
CC4421,27-Feb-2020,51,INR,Quimm,1,Cheese - Le Cheve Noir,10,2059,20590,20,24708
CB3314,26-Oct-2020,66,INR,Bluezoom,1,"Pasta - Lasagne, Fresh",10,2186,21860,20,26232
CB4441,23-Feb-2020,17,INR,Oyoba,1,"Soup - Campbells, Creamy",7,711,4977,20,5972.4
BA4114,11-Sep-2020,32,INR,Tazz,1,Beef - Striploin Aa,8,832,6656,20,7987.2
CC2144,19-Feb-2021,87,INR,Gigaclub,1,Beer - Fruli,6,362,2172,20,2606.4
CC2243,14-Jun-2020,12,INR,Yodoo,1,Bread Base - Toscano,3,1438,4314,20,5176.8
CA1144,13-Oct-2020,60,INR,Pixope,1,"Split Peas - Green, Dry",7,896,6272,20,7526.4
AA4334,23-Jun-2020,45,INR,Linkbridge,1,"Crab - Back Fin Meat, Canned",7,2005,14035,20,16842
CC4344,22-Apr-2020,14,INR,Avaveo,1,Cocktail Napkin Blue,1,2935,2935,20,3522
AC4424,05-Mar-2021,9,INR,Pixoboo,1,Soup - Campbells,10,692,6920,20,8304
AB1414,05-Jan-2020,55,INR,Vimbo,1,Wine - Cotes Du Rhone Parallele,5,1246,6230,20,7476
AB1434,13-Aug-2020,46,INR,InnoZ,1,"Sauce - Black Current, Dry Mix",7,2324,16268,20,19521.6
AC3312,21-Jun-2020,27,INR,Linkbridge,1,Pecan Raisin - Tarts,1,1442,1442,20,1730.4
BC3444,09-Feb-2021,17,INR,Topicblab,1,Mcguinness - Blue Curacao,4,289,1156,20,1387.2
CB4444,05-Feb-2020,20,INR,Tagpad,1,Coriander - Seed,8,1269,10152,20,12182.4
CC4443,30-Dec-2020,29,INR,Realmix,1,Swordfish Loin Portions,10,2720,27200,20,32640
CB2441,08-Jun-2020,85,INR,Tagtune,1,Tea - Apple Green Tea,7,1853,12971,20,15565.2
CC4334,08-Dec-2020,58,INR,Voonix,1,Food Colouring - Red,4,2029,8116,20,9739.2
AB4311,03-Jan-2020,10,INR,Voonte,1,Tomatoes - Grape,4,2338,9352,20,11222.4
CA2432,30-Aug-2020,42,INR,Quamba,1,Wine - Red Oakridge Merlot,9,1180,10620,20,12744
CB2414,30-Dec-2020,30,INR,Yakidoo,1,Cheese - Oka,1,1919,1919,20,2302.8
CC4223,30-Sep-2020,43,INR,Jetwire,1,"Lettuce - Romaine, Heart",5,2321,11605,20,13926
BB4244,01-Jul-2020,80,INR,Tagfeed,1,Bacon Strip Precooked,6,1462,8772,20,10526.4
CB3141,11-Apr-2020,54,INR,BlogXS,1,Sprouts Dikon,4,1063,4252,20,5102.4
CA4434,30-Jan-2020,58,INR,Npath,1,"Coffee - Colombian, Portioned",9,2784,25056,20,30067.2
AC4444,29-Jul-2020,86,INR,Skynoodle,1,Cheese - Montery Jack,1,1628,1628,20,1953.6
CB4431,26-Mar-2021,17,INR,Photojam,1,Cheese - Fontina,7,1159,8113,20,9735.6
AC3444,16-Aug-2020,31,INR,Zooveo,1,Raspberries - Frozen,8,1942,15536,20,18643.2
CC3434,10-Jun-2020,87,INR,Twitterworks,1,Bay Leaf Fresh,4,2575,10300,20,12360
BA3414,19-Mar-2021,79,INR,Oyope,1,Yukon Jack,9,658,5922,20,7106.4
AA4411,08-Sep-2020,14,INR,Skimia,1,Broom - Angled,7,419,2933,20,3519.6
AC3312,28-Jan-2020,10,INR,Eadel,1,"Fish - Scallops, Cold Smoked",6,2548,15288,20,18345.6
CC4343,28-Aug-2020,79,INR,Centizu,1,Towel Multifold,8,2733,21864,20,26236.8
BC3444,14-Aug-2020,62,INR,Katz,1,Pear - Prickly,5,1392,6960,20,8352
CA3244,28-Jun-2020,43,INR,Skipstorm,1,Schnappes Peppermint - Walker,7,865,6055,20,7266
CC1443,04-Jun-2020,83,INR,Blogtag,1,Salmon Atl.whole 8 - 10 Lb,2,397,794,20,952.8
AA2414,18-Aug-2020,48,INR,Chatterpoint,1,Bread Base - Gold Formel,2,1927,3854,20,4624.8
CB4341,22-Nov-2020,41,INR,Twiyo,1,Jicama,10,1550,15500,20,18600
AC4433,10-Mar-2021,46,INR,Feedmix,1,Tahini Paste,10,1755,17550,20,21060
CC1433,16-Mar-2020,47,INR,Blogpad,1,Bread - Hamburger Buns,5,2971,14855,20,17826
BB1343,18-Mar-2021,41,INR,Tagchat,1,"Cheese - Havarti, Salsa",3,638,1914,20,2296.8
AC1412,26-Jan-2020,80,INR,Brainlounge,1,Pernod,10,1256,12560,20,15072
CA3431,12-Jan-2021,52,INR,DabZ,1,Wine - Magnotta - Pinot Gris Sr,10,2830,28300,20,33960
AA4141,04-Oct-2020,30,INR,Feedfire,1,Compound - Strawberry,8,1064,8512,20,10214.4
BB3144,20-Mar-2020,75,INR,Babbleblab,1,"Coconut - Creamed, Pure",7,2060,14420,20,17304
AA4312,13-Feb-2020,34,INR,Kayveo,1,Passion Fruit,4,2664,10656,20,12787.2
CC4412,01-Mar-2020,63,INR,Riffwire,1,Bread Crumbs - Panko,8,914,7312,20,8774.4
AC4141,18-May-2020,27,INR,Yozio,1,Country Roll,10,343,3430,20,4116
BA3412,23-Oct-2020,58,INR,Jabbercube,1,Pickles - Gherkins,2,2396,4792,20,5750.4
BC2434,01-Jul-2020,23,INR,Talane,1,"Flour - Corn, Fine",2,1726,3452,20,4142.4
CC4243,21-Apr-2020,33,INR,Oyondu,1,Mushroom - Porcini Frozen,1,2755,2755,20,3306
CA1344,21-Jun-2020,75,INR,Thoughtstorm,1,"Chilli Paste, Sambal Oelek",6,857,5142,20,6170.4
CC3434,15-Dec-2020,33,INR,Twitterwire,1,Syrup - Pancake,4,1760,7040,20,8448
CA1444,04-Apr-2020,24,INR,Wikizz,1,Lid - 0090 Clear,3,719,2157,20,2588.4
CC4444,02-Jul-2020,42,INR,Gigabox,1,Pears - Bosc,10,815,8150,20,9780
CB1443,21-Nov-2020,17,INR,Chatterbridge,1,Monkfish - Fresh,10,1014,10140,20,12168
CC2414,02-Dec-2020,8,INR,Yodel,1,Shrimp - 31/40,1,1548,1548,20,1857.6
CB4134,03-Mar-2020,70,INR,Linklinks,1,Wine - Delicato Merlot,8,1175,9400,20,11280
CA4443,05-Feb-2021,85,INR,Jayo,1,Butter - Pod,10,286,2860,20,3432
BC1344,17-Sep-2020,17,INR,Trupe,1,Bacardi Limon,2,1399,2798,20,3357.6
AC3344,26-Feb-2020,26,INR,Skaboo,1,"Pasta - Rotini, Dry",10,884,8840,20,10608
CA3442,02-Jan-2021,19,INR,Yombu,1,Wheat - Soft Kernal Of Wheat,1,2299,2299,20,2758.8
BC3444,15-Feb-2020,45,INR,Voonyx,1,Pear - Asian,5,1594,7970,20,9564
AC3312,08-Jun-2020,76,INR,Twinte,1,Bagelers,9,1166,10494,20,12592.8
BA4433,09-Mar-2021,8,INR,Zoombeat,1,"Chicken - Base, Ultimate",9,1052,9468,20,11361.6
CC3223,09-Jan-2021,54,INR,Miboo,1,Soupcontfoam16oz 116con,1,1867,1867,20,2240.4
CA4342,12-Jan-2021,75,INR,Jabbersphere,1,Ginger - Ground,8,903,7224,20,8668.8
BC4141,30-May-2020,12,INR,Skyvu,1,"Leeks - Baby, White",7,2272,15904,20,19084.8
BC3324,14-Mar-2020,76,INR,Linkbridge,1,Tomatillo,5,2764,13820,20,16584
BB3424,24-Apr-2020,60,INR,Buzzster,1,Chips - Doritos,4,2847,11388,20,13665.6
CC3434,01-Oct-2020,21,INR,Zoozzy,1,Miso - Soy Bean Paste,9,207,1863,20,2235.6
BA4433,17-Jul-2020,26,INR,Viva,1,Wine - Carmenere Casillero Del,8,2218,17744,20,21292.8
CC4433,16-Feb-2020,51,INR,Kwilith,1,"Artichokes - Knobless, White",10,1036,10360,20,12432
CB4433,30-Jan-2021,77,INR,Plambee,1,Juice - Orangina,4,1118,4472,20,5366.4
BC4432,14-Feb-2021,40,INR,Voonder,1,Pear - Halves,4,2904,11616,20,13939.2
BC1324,07-Jul-2020,77,INR,Browseblab,1,Smoked Tongue,3,2144,6432,20,7718.4
CB4424,05-Dec-2020,7,INR,Linkbridge,1,Flavouring Vanilla Artificial,8,2142,17136,20,20563.2
CC1414,07-Mar-2020,34,INR,Eadel,1,"Juice - Pineapple, 341 Ml",4,1411,5644,20,6772.8
CA4444,04-Jan-2021,14,INR,Izio,1,"Water, Tap",10,2068,20680,20,24816
BA3244,29-Sep-2020,11,INR,Rhynoodle,1,Kiwi,1,1669,1669,20,2002.8
CC4444,12-Feb-2020,76,INR,Pixoboo,1,"Lamb - Leg, Bone In",9,1897,17073,20,20487.6
CA4142,07-Sep-2020,58,INR,Vidoo,1,Milk - Skim,4,967,3868,20,4641.6
AB3323,13-Oct-2020,26,INR,Centimia,1,Cranberries - Fresh,10,870,8700,20,10440
AB3344,23-Jun-2020,75,INR,Shufflester,1,Wine - Sauvignon Blanc,2,1517,3034,20,3640.8
CC2444,29-Feb-2020,80,INR,Geba,1,Rice Paper,1,2334,2334,20,2800.8
CA2434,23-May-2020,81,INR,Edgewire,1,Beets - Golden,3,526,1578,20,1893.6
AA3144,22-Jan-2020,47,INR,Yamia,1,Longos - Grilled Salmon With Bbq,8,1373,10984,20,13180.8
BC4433,03-Jan-2021,57,INR,Abata,1,"Sparkling Wine - Rose, Freixenet",3,2848,8544,20,10252.8
CB2424,26-Jun-2020,32,INR,Leexo,1,"Nut - Walnut, Chopped",6,2276,13656,20,16387.2
AA4332,19-Aug-2020,18,INR,Edgeify,1,"Syrup - Monin, Amaretta",5,2011,10055,20,12066
BA3443,21-Jul-2020,74,INR,Tagpad,1,Container - Hngd Cll Blk 7x7x3,4,494,1976,20,2371.2
BA3332,25-Oct-2020,37,INR,Kwilith,1,Rice Paper,1,1483,1483,20,1779.6
CA4133,23-Jan-2020,84,INR,Reallinks,1,Sauce - Caesar Dressing,9,1021,9189,20,11026.8
AC2444,02-Dec-2020,33,INR,Wordify,1,Creme De Menth - White,7,2289,16023,20,19227.6
CC1431,14-Dec-2020,31,INR,Kamba,1,Mustard - Pommery,3,1032,3096,20,3715.2
CC2422,26-Sep-2020,88,INR,Leenti,1,Carbonated Water - Peach,4,332,1328,20,1593.6
AC3444,03-Feb-2020,29,INR,Mycat,1,Beans - Kidney White,1,448,448,20,537.6
CB4143,25-Apr-2020,28,INR,Feedfire,1,"Seedlings - Mix, Organic",7,1571,10997,20,13196.4
AC3242,11-Jul-2020,30,INR,Oloo,1,Langers - Mango Nectar,8,365,2920,20,3504
BB4341,14-Jan-2020,57,INR,Fanoodle,1,"Beef - Rib Roast, Capless",5,2991,14955,20,17946
AC1334,24-Jan-2020,7,INR,Feednation,1,Apron,10,264,2640,20,3168
AC4344,05-Jan-2020,33,INR,Skidoo,1,Steampan - Half Size Shallow,4,888,3552,20,4262.4
BA3311,25-Apr-2020,38,INR,Vinte,1,Wine - Zinfandel California 2002,10,502,5020,20,6024
AA3341,02-Oct-2020,32,INR,Yodo,1,Cheese - Cambozola,8,1377,11016,20,13219.2
CA1344,13-Aug-2020,88,INR,Browsedrive,1,"Crush - Orange, 355ml",9,2363,21267,20,25520.4
AC4143,25-Jul-2020,75,INR,Topiclounge,1,Cocktail Napkin Blue,1,1905,1905,20,2286
CB3141,22-Jun-2020,76,INR,Dablist,1,Bread Foccacia Whole,1,471,471,20,565.2
AC3414,16-Jun-2020,30,INR,Tazzy,1,"Wine - Harrow Estates, Vidal",8,2858,22864,20,27436.8
CC4133,27-Jul-2020,27,INR,Snaptags,1,Chicken - White Meat With Tender,8,2831,22648,20,27177.6
CA4332,26-Apr-2020,24,INR,Topicstorm,1,Cafe Royale,3,302,906,20,1087.2
CA4144,16-Jul-2020,24,INR,Rhynyx,1,"Yogurt - Blueberry, 175 Gr",1,693,693,20,831.6
AC3443,25-Mar-2020,40,INR,Yodo,1,Appetizer - Mango Chevre,7,1611,11277,20,13532.4
BB4444,25-Mar-2021,12,INR,Latz,1,"Coke - Diet, 355 Ml",5,1896,9480,20,11376
CB4444,14-Dec-2020,19,INR,Zava,1,Nantucket - 518ml,1,530,530,20,636
CC3443,24-Nov-2020,83,INR,Edgeify,1,"Juice - Clam, 46 Oz",6,546,3276,20,3931.2
CB4231,05-Feb-2021,30,INR,Leenti,1,Beef - Top Butt,6,2169,13014,20,15616.8
CA1123,29-Apr-2020,52,INR,Linkbridge,1,Muffin Batt - Blueberry Passion,6,966,5796,20,6955.2
BC4434,16-Feb-2020,62,INR,Fliptune,1,"Wine - Red, Colio Cabernet",8,1909,15272,20,18326.4
BC4442,28-Aug-2020,40,INR,Eayo,1,Container - Clear 16 Oz,2,1906,3812,20,4574.4
AC1431,11-Sep-2020,88,INR,Meezzy,1,Myers Planters Punch,3,1577,4731,20,5677.2
BA4331,25-Aug-2020,59,INR,Kwilith,1,Bandage - Flexible Neon,8,2314,18512,20,22214.4
BA4243,14-Feb-2020,78,INR,Youfeed,1,"Mushroom - Enoki, Dry",2,580,1160,20,1392
CA2341,26-Feb-2020,46,INR,Tazz,1,Shrimp - Black Tiger 13/15,7,2812,19684,20,23620.8
BC2441,03-Aug-2020,85,INR,Shufflester,1,"Pepper - Red, Finger Hot",5,484,2420,20,2904
CB2433,17-May-2020,48,INR,Babbleset,1,"Stock - Beef, Brown",2,955,1910,20,2292
AB4343,17-Feb-2021,66,INR,Jaxnation,1,Munchies Honey Sweet Trail Mix,2,1121,2242,20,2690.4
BA4213,11-Apr-2020,52,INR,Chatterbridge,1,Coffee Swiss Choc Almond,3,212,636,20,763.2
AB4444,09-Jan-2020,28,INR,Browsecat,1,Bread Fig And Almond,4,1461,5844,20,7012.8
AC1443,15-Mar-2021,55,INR,Centidel,1,Tart - Butter Plain Squares,8,937,7496,20,8995.2
CC3244,15-Jan-2020,89,INR,Viva,1,Soup - Campbells Tomato Ravioli,2,2659,5318,20,6381.6
CC4242,27-Jan-2020,68,INR,Voolith,1,"Nut - Peanut, Roasted",4,1207,4828,20,5793.6
CC4413,08-Jan-2020,64,INR,Shufflebeat,1,External Supplier,7,570,3990,20,4788
AA4434,01-Feb-2021,65,INR,Skipfire,1,Ketchup - Tomato,7,1704,11928,20,14313.6
AC4443,14-Mar-2021,57,INR,JumpXS,1,Nut - Macadamia,10,2543,25430,20,30516
CC4144,04-Aug-2020,85,INR,Katz,1,Nut - Macadamia,10,2125,21250,20,25500
CC4124,06-Jul-2020,17,INR,Twitterbeat,1,Chef Hat 25cm,3,1461,4383,20,5259.6
CC4424,26-Jul-2020,40,INR,Oyoba,1,Bread - Ciabatta Buns,9,2963,26667,20,32000.4
AA1234,17-Jan-2020,18,INR,Jabberstorm,1,Cheese - La Sauvagine,9,1587,14283,20,17139.6
AC4442,09-Feb-2021,47,INR,Meembee,1,Sole - Fillet,7,398,2786,20,3343.2
BA3144,09-Mar-2020,70,INR,Linkbridge,1,Evaporated Milk - Skim,10,1336,13360,20,16032
AB4424,17-Mar-2021,47,INR,Skinder,1,Trout - Smoked,4,928,3712,20,4454.4
BC3441,25-Nov-2020,76,INR,Skinix,1,Chickhen - Chicken Phyllo,9,1015,9135,20,10962
CA4341,02-Feb-2020,67,INR,Photobug,1,Puree - Raspberry,2,2460,4920,20,5904
BA4434,02-Dec-2020,49,INR,Skivee,1,"Soup - Beef, Base Mix",3,1474,4422,20,5306.4
AA4424,23-Nov-2020,20,INR,Fanoodle,1,Wine - Jafflin Bourgongone,8,812,6496,20,7795.2
BB4443,26-Aug-2020,13,INR,Demivee,1,Tea - Decaf 1 Cup,10,336,3360,20,4032
BC2342,28-Jan-2020,48,INR,Meetz,1,Coffee - Almond Amaretto,8,2302,18416,20,22099.2
CC4241,28-Dec-2020,12,INR,Aivee,1,Pork - Side Ribs,2,1297,2594,20,3112.8
BA1344,05-Dec-2020,14,INR,Skidoo,1,"Lobster - Tail, 3 - 4 Oz",4,1665,6660,20,7992
BA4444,05-Apr-2020,54,INR,Dabshots,1,Bread - Triangle White,8,1469,11752,20,14102.4
AC4143,18-Feb-2020,58,INR,Brainlounge,1,Puree - Mocha,3,921,2763,20,3315.6
CB4414,08-Nov-2020,10,INR,Gevee,1,"Vermouth - White, Cinzano",9,2956,26604,20,31924.8
AA2434,08-Feb-2021,68,INR,Thoughtbeat,1,Wine - Gewurztraminer Pierre,7,2902,20314,20,24376.8
CA4443,07-Sep-2020,42,INR,Trunyx,1,Bread - Corn Muffaleta Onion,8,2716,21728,20,26073.6
AC3423,17-May-2020,61,INR,Twitterbeat,1,Beef - Diced,3,597,1791,20,2149.2
AC4323,15-Aug-2020,89,INR,Jabberstorm,1,Soup - French Onion,9,714,6426,20,7711.2
AC4324,20-Jan-2020,8,INR,Centimia,1,Chicken - Bones,4,629,2516,20,3019.2
AA4241,04-May-2020,31,INR,Voolith,1,Steamers White,7,1816,12712,20,15254.4
AB3333,16-Oct-2020,59,INR,Cogidoo,1,Spice - Onion Powder Granulated,9,738,6642,20,7970.4
BC3444,18-May-2020,9,INR,Skiba,1,Pail For Lid 1537,10,2975,29750,20,35700
BA3422,02-Oct-2020,90,INR,Photofeed,1,"Soup - Campbells, Spinach Crm",6,589,3534,20,4240.8
CB1434,08-Nov-2020,70,INR,Rooxo,1,Butter Ripple - Phillips,2,1693,3386,20,4063.2
CC4443,14-Feb-2020,76,INR,Buzzshare,1,Jameson - Irish Whiskey,10,552,5520,20,6624
BC2333,20-May-2020,52,INR,Trupe,1,"Asparagus - White, Canned",6,551,3306,20,3967.2
CA4444,28-May-2020,11,INR,Talane,1,Lamb - Rack,7,1652,11564,20,13876.8
CA3444,14-Nov-2020,61,INR,Quatz,1,Chicken - Whole Roasting,7,2677,18739,20,22486.8
AC4422,07-Apr-2020,7,INR,Kamba,1,"Nut - Walnut, Pieces",3,414,1242,20,1490.4
AB4143,01-Apr-2020,12,INR,Avamm,1,Snapple Raspberry Tea,8,2306,18448,20,22137.6
BC3444,18-Feb-2021,79,INR,Plajo,1,Drambuie,2,2468,4936,20,5923.2
BB4444,27-Aug-2020,67,INR,Twitterbridge,1,"Syrup - Monin, Amaretta",1,1752,1752,20,2102.4
AB2334,21-Dec-2020,37,INR,Youfeed,1,"Fish - Artic Char, Cold Smoked",2,1227,2454,20,2944.8
AB3134,20-Aug-2020,15,INR,Bubbletube,1,Pepper - Green,10,2186,21860,20,26232
CC1444,09-Mar-2020,42,INR,Topicstorm,1,Squash - Acorn,9,2688,24192,20,29030.4
BA1411,29-Dec-2020,42,INR,Quire,1,Haggis,10,341,3410,20,4092
CB4333,08-Jan-2021,36,INR,Chatterpoint,1,Energy Drink Red Bull,10,351,3510,20,4212
BC3343,11-Jul-2020,57,INR,Divavu,1,Pork - Backfat,7,526,3682,20,4418.4
AB3321,22-Mar-2021,41,INR,Oodoo,1,Lettuce - Frisee,3,2484,7452,20,8942.4
CB4434,05-Jan-2021,37,INR,Zoonder,1,Pork - Backfat,7,1098,7686,20,9223.2
AC4432,10-Jul-2020,17,INR,Wordify,1,Beer - Steamwhistle,1,1232,1232,20,1478.4
AC2244,08-Nov-2020,37,INR,Oloo,1,Corn Syrup,10,203,2030,20,2436
AC4244,21-Nov-2020,44,INR,Midel,1,"Veal - Shank, Pieces",8,317,2536,20,3043.2
BC1343,30-Apr-2020,55,INR,Realbuzz,1,"Wine - Red, Lurton Merlot De",9,443,3987,20,4784.4
AC2441,13-Jul-2020,37,INR,Photobean,1,"Soup - Knorr, Veg / Beef",1,1158,1158,20,1389.6
CA3332,13-Oct-2020,13,INR,Mydeo,1,Juice - Lime,9,1517,13653,20,16383.6
